angle,radius,distribution
20.602845562913995,55.39011755443367,in
24.510125129593277,65.88875533672315,in
27.442873987189223,77.14589146342726,in
24.307808766496162,89.28340999261542,in
30.446089696180692,78.75311221485698,in
27.553830759366946,92.08128161667817,in
27.590265306137162,73.83313156232727,in
24.032088710827853,81.26901992837675,in
23.37903910958996,72.5951694105137,in
27.670461094069484,72.89183503504971,in
19.261009568226932,67.58046301472798,in
30.560618006038656,79.29402414687726,in
24.712737206081457,75.78657907747453,in
25.11253084546449,70.81347162503435,in
25.472072995530752,66.30591767496517,in
25.521065506618136,61.01922378886245,in
27.0016476480163,79.19144737395517,in
25.045371656755606,69.64910399297274,in
22.42462125108832,83.90086961656927,in
30.324063200174535,73.51310316920785,in
22.820774195179485,76.9130390470413,in
28.150486705042617,84.33194453165144,in
30.754885194639918,95.78708391604195,in
28.099587230971785,79.62886711155494,in
23.135625658421624,56.26233542585442,in
21.58392451637323,61.71344699989352,in
28.17303841146955,85.03930220435983,in
25.506859609806657,91.80809726020038,in
21.763547037869156,73.48924656041433,in
23.981244575063123,65.70464799047599,in
25.234831165497756,67.02070217743945,in
22.688550829437542,59.62151238238383,in
25.60799477312713,77.4678368241587,in
18.6588468359531,71.45265192820024,in
23.933386983583766,76.90289685478945,in
22.95546112541312,61.93523582720813,in
26.219301687560122,71.28099802123553,in
25.233225952516637,85.6712359020538,in
24.8635985693176,74.7644428272053,in
26.539151250654562,69.36967546282864,in
26.69664220550444,77.68791121711465,in
28.812866700545985,72.42333053608475,in
23.973110658067753,80.9951183235814,in
18.32904840459843,74.29067902929185,in
27.93546286525352,90.55011432853193,in
22.192951502706407,82.04140636845723,in
24.07626962949731,68.80448342210795,in
26.832723391174092,69.2902758975534,in
20.259583961997343,72.72646685807007,in
27.427903723613866,71.69449395737664,in
30.183138404009274,68.4223210569273,in
19.00578358444937,65.83139449252714,in
23.156918076100503,67.87314956559999,in
24.05771724629194,76.62460669549337,in
26.48341080068186,72.86522996403951,in
25.02401985665997,75.4649236220448,in
17.390700554515966,71.09598371911058,in
29.09251012273492,72.47939138695027,in
27.457861541095184,64.39609389740635,in
24.915020469821055,89.63158261071884,in
24.63104007180045,83.02651662483552,in
28.391546193591164,60.65571833154399,in
22.2151016143346,64.71396610504146,in
24.93297330116614,90.57054724197755,in
23.058866829671576,74.81147457163283,in
19.571722231466858,66.9244690121056,in
18.863336705302945,75.17788814228578,in
20.48995980683587,73.76756614690413,in
24.030891217281464,88.25322572339957,in
26.619163102846947,74.22179419998,in
21.203495985197492,71.86838581916727,in
24.59703198342862,80.41863403871855,in
24.56288344709644,82.49303485607419,in
27.1246762584837,84.588110785308,in
28.43315119095883,72.07227682745287,in
23.96499241520901,64.27240433929857,in
32.806550051894035,67.91108070955522,in
29.56446765857599,75.41598846283924,in
22.011325685311128,82.65081768027663,in
21.39078399769441,77.6235514057589,in
24.38691832363617,77.13918973622097,in
24.098345887493334,71.15240918433884,in
25.574392679935006,74.37516492475346,in
30.290291719418462,86.8104030925324,in
23.47140029419794,80.27291626398235,in
28.975461038635252,74.68551392025755,in
28.925874376187384,68.50656105172376,in
26.94857382001846,78.72657269179881,in
28.00047557768496,77.20711105650821,in
26.272606350557062,64.10578996221258,in
27.28229177325571,77.18018060902287,in
25.815350052824513,66.27261539711182,in
28.701687162686554,72.52677171499303,in
24.747423831590325,65.76772703864216,in
28.934566736770567,68.12081544327127,in
21.465248499030672,78.39678187454638,in
23.089681429766824,75.74963622909237,in
23.22649103721242,87.08221213640248,in
21.868971349402727,72.68204160430577,in
25.93977281130288,76.62228122864276,in
29.684232563467482,80.53193725210969,in
24.15119922054918,68.70831079378259,in
26.809517064313216,60.92004983814201,in
23.40702614429675,67.51029194670853,in
28.2418214556806,78.82527036254675,in
27.344038643798264,66.20872456719154,in
29.542670894296272,65.68651277968286,in
23.057629433017492,75.49414243247934,in
26.69991958406171,65.09137170261809,in
21.987857042445803,76.9682877435856,in
27.10952234957886,71.05977247351122,in
21.692874275709052,69.76509050819035,in
18.19918768534145,74.86712279367046,in
23.848485470147327,75.31120487507464,in
19.37661944554914,61.654201439621055,in
21.980240816226786,69.27740084363916,in
25.502903733156234,79.65189035722906,in
28.86829261206784,70.28206740522128,in
24.505806470010082,75.55014267702002,in
27.380052765294625,78.71267606423501,in
21.75570417387825,93.72997833869147,in
24.01581323236843,72.90871270054703,in
21.987746388243508,58.768191225822356,in
21.511042904062034,78.0861900054143,in
28.476699381223295,83.22535003550318,in
25.13129808857966,64.78987330231894,in
31.829769675454276,79.8028890442923,in
21.309204857371657,48.3928866391106,in
24.448351848562254,76.56179111095996,in
19.2753610966261,65.98847627033845,in
25.102599660116248,68.30835952995193,in
26.931249528979592,72.5083541772072,in
23.178584211443372,66.0466229789262,in
25.718750163549473,70.8592191551686,in
30.316603782560428,86.28958962349287,in
26.012820765149705,90.89018626977781,in
28.46342064829545,71.36225115835005,in
28.634811629723405,82.13447056603218,in
21.971071691716936,76.45807912466492,in
28.453317576166185,76.02040828627428,in
29.27890099006131,92.67419023793391,in
23.0210988079828,77.24529475216536,in
27.31581953549153,49.481321353178664,in
24.62961440034838,75.6998748705939,in
24.47040196092089,58.51244778649471,in
25.676145912056274,78.28157761637824,in
26.639903478446058,85.80100959365143,in
26.536983428033462,76.75854024376814,in
25.19291663362663,80.57976238931165,in
24.65758959352235,70.16710899612879,in
17.440601492624776,64.994493519186,in
28.041576721277014,72.96419387474998,in
25.366354713254854,62.70741532313425,in
23.639468732145946,79.27813803390121,in
23.301330295698705,70.87116754485425,in
30.30295452012792,92.06942273421346,in
24.98629795100143,79.30798150927092,in
19.904181140548438,77.70190398520734,in
27.25359956677277,85.15553736343904,in
26.878665532317388,90.42713990348187,in
23.179895894480087,68.03882794352627,in
30.177545772660643,75.5409122421606,in
27.72720790258096,63.97394566223302,in
21.922004455254154,76.86950073651458,in
25.37396491932922,70.40884965079502,in
21.01463283245218,72.24090273513131,in
34.042045089950676,68.23781049406018,in
21.831416467741196,62.309253912219354,in
27.059622397793213,83.9465071236517,in
23.626730014197918,79.0531817103515,in
23.683166764378633,81.31339301647566,in
21.05248831468405,65.33783544509527,in
20.227114113868137,106.95522962327865,in
25.787248340046478,81.21715745406503,in
20.325839711638967,78.23896548420433,in
22.13341014541669,66.42331659620851,in
30.81266840129711,74.453193420789745,in
22.504667507068348,76.67261338104441,in
22.22165067385363,74.07298784767491,in
22.787284969195056,64.65003651817285,in
26.37463726412122,76.75349349524859,in
26.689337319222194,73.86589443882802,in
27.20459007755631,86.96387876451068,in
24.19388549488633,71.88255662396551,in
23.11009047588897,65.54907772544914,in
23.833504215550672,74.3787197851372,in
29.789973990739632,95.81299181854925,in
19.981579761278283,77.785777653701075,in
26.087637859589424,66.50404238250417,in
18.367063365432493,83.18917454267132,in
27.44456885242055,60.2324138433757,in
30.8371307363656,87.57798267695205,in
24.622521518103163,89.03137764243459,in
24.499190551050493,59.19847001715794,in
18.019955803534785,79.57101093989705,in
21.12869306825297,70.59553609771729,in
30.98717156352938,71.79341569038174,in
28.723271267552782,78.34637710156784,in
27.25015350787431,69.85178633954071,in
20.585768875355736,76.61255098075372,in
21.931875122469965,76.80759694832044,in
21.242193246419944,82.14044401302574,in
24.223200603333147,66.7221265567924,in
26.395182681400858,91.54521170714227,in
29.46809708626027,65.7874728218419,in
25.328264941330286,76.36821718560537,in
28.163824574627967,79.75655127296798,in
27.4261535622858,85.52471629676091,in
26.005174767290033,83.18988756370457,in
23.262208189437896,73.55545908735584,in
26.16202259788232,61.116799387993964,in
26.317228285063347,91.93662243306984,in
24.954984157367694,78.43659881683136,in
25.229238986460075,72.84578492670767,in
29.631879907361615,75.48901777745233,in
24.34640409339428,70.09614750211622,in
29.0216182715491,72.94990650055381,in
24.934037410334863,75.79818820076517,in
26.482367471836724,78.32983838179673,in
24.88136193196794,83.76803268150775,in
23.756955747334118,68.82799742559658,in
26.80722088002091,85.03571601912223,in
24.60073335705434,85.79818772687703,in
23.52283081440285,71.68302322926165,in
23.05682689250038,87.07043674488756,in
28.3099777787771,62.549719093889884,in
27.776746459507162,74.86600020060634,in
24.937285324525362,85.68369360236017,in
27.578495122969343,94.27012982857471,in
27.349640980377323,75.51114716777724,in
26.936365797168065,73.29767913406698,in
26.943387162571405,69.54126458750737,in
25.908360326247113,84.9494161526767,in
22.29440823523382,72.39138370705665,in
26.100298337004702,99.421887330764,in
27.4363156959909,71.09729157989666,in
20.459987192992262,69.0782349375058,in
27.817964835852383,75.18460382015238,in
24.15662726718354,85.93789803551432,in
24.105509792005204,85.37628281310845,in
20.38683993311205,90.41907070154642,in
25.85934429775505,63.55732159217802,in
28.158730529514933,78.69011854776676,in
24.41515600516275,65.46433221907117,in
22.216708254276888,71.64368658242526,in
26.215333866297208,63.761046366197945,in
24.525653747320995,70.38785585815421,in
25.835984832377598,63.83336089592388,in
25.268690415246034,79.60788617600045,in
24.09657723961359,74.61080253049596,in
28.98239175753261,81.93100107195296,in
25.336819991161363,99.44498902932557,in
29.463421725001353,67.9301451031563,in
27.548359992228384,67.76053779266391,in
19.114514626596254,66.03966814357597,in
24.673297966567652,59.33054402141756,in
25.728677801639506,73.70527188599273,in
25.224495385101108,83.3481481545562,in
25.678580079164963,73.03668010531626,in
24.619757985751583,71.97041059452559,in
26.897608135343283,75.21707152782518,in
32.16564995085611,76.13219892014456,in
29.7746393115265,61.444871443332424,in
24.08516315214591,74.46647584671308,in
23.9833755263712,63.55274781605284,in
24.33678708757165,74.22756407090321,in
21.139176556314926,65.67706255082578,in
30.34992658853188,84.15064887544042,in
27.615240666421197,69.24856403051677,in
25.452267034231024,78.90694855269109,in
28.16682444146276,75.59052983500335,in
23.02727765993928,61.48623526113551,in
26.033718164739977,63.34892998626364,in
29.76091116131888,73.53634064673905,in
31.079172936094544,83.5458945086697,in
24.91109128083822,82.93706310389129,in
24.334895749057335,81.28845052334636,in
26.476240649149272,79.57811275301104,in
23.846837474076676,59.39142568356595,in
26.262832967376255,78.64903349254715,in
21.006747229543873,67.252227071857,in
19.613474144658507,74.96481817872487,in
26.12420240831944,92.45971906131973,in
21.146030310133476,67.04222778241024,in
27.729673822109973,86.61878567230613,in
26.143562116993923,70.20196613481664,in
25.13229971446786,79.46540976708002,in
23.366743413228413,86.71025713051276,in
30.50970449816488,68.5759517298321,in
29.19250692014434,74.35235496623552,in
25.662726302020108,60.46583824268144,in
26.42805221631754,78.60766733114022,in
26.28445057670464,52.20533610521579,in
26.909811350764592,71.60459548056805,in
22.27014291685859,86.34818408043344,in
25.964763786179233,83.92016638116718,in
23.15761740903638,81.41352954679446,in
28.01619466634272,73.10502208222978,in
24.441218787225466,66.66514982017023,in
21.6542423139111,60.83012599213434,in
23.265103032620516,66.29329293027364,in
22.2556708373149,75.35594367001654,in
31.189962044409704,71.4561927648367,in
22.03947879694412,79.57083166430992,in
22.35337785559992,84.93224448115748,in
23.637448515820374,89.96064220869535,in
26.09224124919311,71.0481620389546,in
25.818388187871836,76.19129041983611,in
32.754261450390075,85.44975977044079,in
25.737649733330734,66.2178387684107,in
27.285169301954745,86.02447455671685,in
29.182945001304418,86.28915681966555,in
26.444057839149412,70.33224893634491,in
24.284960600846254,73.68080786840888,in
25.19305404072454,73.50546819338416,in
23.272620485191744,90.58662180208226,in
28.664811784466444,75.31140058665471,in
29.72604628440569,82.79471530308156,in
26.6498853183531,91.2172869797852,in
31.446227396837187,82.21485519823874,in
21.15938545805959,82.61441127899856,in
26.981338156879936,60.08245268072658,in
23.03534822608597,67.43675768702029,in
27.093353826896216,70.5339133519344,in
27.874909005268812,87.5232207668461,in
27.387018670723617,70.39465736043394,in
26.93383890386648,88.8364844114567,in
20.59814929291094,84.96752848732784,in
22.42882291031879,82.50090405707965,in
28.31495982582401,70.43345485703372,in
26.496401544996537,83.03235886163826,in
20.55546106139099,91.1642739200158,in
25.22419537488582,75.32511704143114,in
27.274481244390998,76.1734072701689,in
25.11335231646352,70.84216780732409,in
23.908111983798722,78.83036826682559,in
24.54473076488018,75.50717574661799,in
21.786315891200154,92.95250289055039,in
21.890777157838492,72.75021321049547,in
19.83361760479632,85.26171026695063,in
22.970406140901094,62.45782738944981,in
26.562758456111972,86.62325398943135,in
25.68852455635253,78.11080433475016,in
27.364742620103534,74.12208431745316,in
22.91214999876323,78.49863544366416,in
27.0157038094737,63.43215328974492,in
26.892783789910382,67.29914055506143,in
24.425433042490024,76.42147702441513,in
22.05501279551852,79.71410447974198,in
33.486561326963894,75.40813338393293,in
28.72370504473227,51.71567969774425,in
26.611293008854823,83.88346272464258,in
29.287712144105235,68.56625386691066,in
28.813805628474814,68.09740635263324,in
28.524887106548107,73.12942776432702,in
25.641233699374673,60.2386502158,in
26.012928470381183,74.10650174651653,in
28.291527886270906,84.08235574421312,in
21.876652207062847,93.81669756729826,in
23.16630795184212,74.57818856872056,in
30.299696623040404,77.91004235648691,in
26.253599680299455,67.96538743280792,in
29.42610512639229,84.87359618439008,in
24.306121768321773,77.64755726446613,in
19.614762352889073,61.63347270286681,in
25.752196794262492,72.04266155423221,in
23.745707731293734,74.07513356349304,in
20.844897674829554,78.64750519059099,in
23.22451311832518,73.4120948729298,in
28.73158501504989,71.0704066470101,in
19.52601735574123,60.21460988030349,in
20.04554810751904,65.12245088798706,in
20.984854811127853,60.02858038440664,in
25.62740742146521,75.28111524610077,in
24.557938524675382,73.75318312090609,in
27.698461879055113,56.053802009095655,in
26.36734427108934,86.60031912980733,in
27.7548766587638,57.13098223205337,in
19.711875690997196,82.85777945207332,in
26.760666852219508,61.60030995023341,in
20.836438389763885,69.95098375520809,in
23.81919885938638,67.1114077570702,in
29.317983787110954,63.947695236872164,in
34.18331098911584,80.35156354737589,in
24.63424970764013,74.40545292506302,in
25.235305321612103,75.81021753391371,in
22.391349544475336,81.90610667106564,in
27.22266141658798,80.61647445812207,in
25.364717460046283,71.32292227417285,in
21.530244228413196,57.85810722974916,in
21.884679163010414,67.63201538011873,in
26.360700744813638,70.31821510039262,in
25.616308737632224,76.37300267278792,in
27.825724727580663,60.243555730116704,in
25.94528316017093,81.33253271519854,in
21.990967130406922,56.561799336500556,in
31.241626765990542,66.0059329436941,in
23.5576702431045,83.85337168587792,in
23.896447149142332,69.58775068814835,in
19.315182623794424,69.9397922175923,in
26.453444583428965,88.3449837251309,in
29.740518847081983,58.290191624767004,in
19.89179890354799,87.89271882041517,in
21.64512256125131,75.38940828716952,in
28.91104700430595,81.45157650323723,in
20.184252167630596,61.98891471863962,in
26.518355262435374,88.34418119108504,in
24.193654918696673,66.82203911319941,in
20.924839308394866,76.26259669190816,in
25.635577202994668,88.75028560745534,in
24.891638804397996,63.10868056054849,in
28.757846461466002,77.40106629119042,in
27.79796614305285,78.6303174094271,in
22.606315930743722,71.69579172419374,in
21.41420786781999,73.79608180142228,in
33.3875595211521,81.29924310006864,in
24.07698673922001,67.27908698896796,in
23.40324050956314,71.01700937629128,in
25.086765154230847,79.64735455662867,in
23.93241466841779,77.8728357196579,in
26.122771164295752,75.58580461357914,in
24.168943143958536,66.45327274155412,in
24.527563807457458,78.19989188866083,in
23.223922978891327,66.97982841740141,in
25.81922610391073,81.01329959188901,in
27.30292467564366,76.8026920508507,in
24.72809176252446,88.13240154093897,in
24.09416254691842,72.00964042834964,in
25.377102964803722,79.89066100483075,in
31.246269950591092,78.97343498964301,in
22.702914693752483,72.81281862825335,in
21.996138675592093,57.73692514649605,in
22.502583606621016,70.58623502833524,in
28.08755305426518,63.66924366226548,in
20.02303835811692,65.64201487069397,in
26.052826404795475,73.13563828936404,in
21.86284337050164,83.60600703780497,in
30.773519551858413,61.62863974741209,in
25.884770702497093,57.9307957156653,in
29.99196629788851,68.89382759995118,in
27.733542068099247,82.08494847238866,in
28.55383750651254,89.69051433602452,in
26.899598726058613,69.55519301201593,in
30.262113202094888,70.40110133610472,in
26.484558606292964,84.91527858972458,in
24.516278132393662,72.57804661857706,in
24.227634250654326,68.62492358034952,in
29.79084043396912,61.32100425532435,in
29.342890960781975,66.74509018222045,in
24.78723619210296,62.241290679052824,in
28.839518176764305,87.7116492982355,in
23.50011125141445,76.70706313548851,in
23.62012266406365,76.02527080809787,in
22.670412892709514,78.1548840357268,in
28.924121556422442,76.09992467641119,in
25.735588354708465,80.16265486879352,in
27.272845924242695,83.05814533164798,in
21.304274732522,74.0387304691991,in
19.75927375315377,86.15560676847224,in
26.505624773490524,86.90458831344354,in
21.73731966794316,74.58687313748712,in
22.13488337853548,81.55215498999787,in
23.98412016747063,84.37763600259416,in
26.818998157029977,72.9875146655496,in
28.800113598921453,72.56159995944314,in
26.48446247597153,74.74911071278348,in
25.31174601206879,80.694189577443,in
31.463093373386457,84.03268580245543,in
23.725523305687442,87.18295175485986,in
31.224387875415758,73.05832296300672,in
25.219037487051164,83.38508566010366,in
24.34538838189387,74.99877905615524,in
33.31997720667811,87.80078044210943,in
21.918428356981483,83.85598984419566,in
30.482834866325888,86.82714620640866,in
22.021522919360926,79.64514113966237,in
13.593781164744138,74.62578032849665,in
27.7607257842561,70.46741933513832,in
23.295426536191805,75.91705411762321,in
25.91146742932053,84.82791012583364,in
27.305027267326057,96.57716446925292,in
27.368948869555958,79.4290889054848,in
25.629510885556325,67.06493438312276,in
26.986930924120866,85.73870700483842,in
16.141588391895667,73.75409052400448,in
19.428243293708057,82.12651174738978,in
28.276026579713072,63.19498014492312,in
26.889081146252217,72.351624156504,in
24.695567754712023,66.97700328967956,in
24.177538037147222,74.77440830490809,in
20.553151700157223,79.37402508455878,in
23.553933634353754,76.85152223036658,in
19.5609494856239,72.55923368969317,in
20.79134138333958,73.17895466237194,in
26.466973753914285,68.44610582174454,in
24.58651408870243,80.82173701643636,in
30.18788071182865,89.81943592276848,in
26.54291096284449,69.4079879059088,in
30.062299901924817,62.72020652974455,in
23.77748504237583,79.81328477003285,in
29.302367121858428,76.5500012783293,in
23.139207623751137,68.56926732234811,in
29.97487622540499,81.9624830682802,in
22.7224514921293,74.8300566203248,in
24.39431957830147,72.55270241597115,in
20.620873254805698,84.358136292710455,in
19.43507671771094,65.13771004856139,in
26.234970962140338,75.29423306905008,in
20.769371390138577,68.8800700351205,in
22.81425525093312,76.75665973256851,in
20.82055499332038,87.31626080150379,in
23.706141909005336,83.9696742369396,in
23.283021731534692,65.16101507107045,in
23.503165369796868,85.39486592488183,in
23.18647883433332,74.16275199622135,in
23.489850812843702,77.92594995028891,in
24.502672234626836,78.71032736969185,in
23.80099609472161,72.21892253703338,in
26.993654759145365,85.85317960522636,in
25.586317961137947,80.73238670019646,in
22.757598251785506,81.0002885613109,in
29.472732517321642,54.275024272599254,in
20.68075769084509,63.54658672990214,in
22.795750818722304,57.36266630012493,in
22.720933346099105,74.75325713398193,in
28.352734415101153,75.08198304037057,in
29.154725019852066,77.90795220358153,in
22.99944573861763,71.32565469727474,in
29.970826467022476,71.8595521116875,in
32.61781596496743,77.09214500204536,in
16.341194598888872,77.19619743337891,in
20.447462177342484,75.18805455747751,in
20.364967391306624,83.25502850392112,in
26.982361886247503,83.50029966621335,in
21.7333050080927,72.42512094326392,in
21.814877553698846,78.21836194225901,in
25.419966848481682,41.4617745348375,in
27.19069436410492,82.5940162055919,in
24.761174416733997,81.27123120843268,in
24.109264190265492,81.88495873017405,in
28.61933520424234,84.28762647147161,in
30.988750344071576,78.89243353400516,in
24.007630266134512,65.27501647432423,in
27.071698615538153,69.54641234972311,in
23.361466937478962,77.07353319889161,in
22.917438493449637,80.7903702825993,in
27.09961262718776,81.45847582709526,in
19.677935165327096,75.94751052458513,in
22.76398074385354,86.66044085713384,in
29.016443494417047,83.5916182714931,in
27.15212484525086,68.96131338201006,in
23.580149239490783,73.94773902127055,in
22.901418846490493,70.84809130643843,in
27.929632891152966,63.749356655259795,in
26.795261958760815,63.93525582372389,in
26.720119271733168,66.03150873680481,in
27.457251083805787,80.25857962204118,in
23.812482028858856,56.21228540638075,in
25.542246911352883,80.52142029616635,in
22.398634647045377,76.77756550183925,in
26.425599907820917,72.20465998015489,in
27.394258642878626,70.27556142182902,in
23.755874162119174,84.1597133680912,in
27.984945178213913,65.87584673314413,in
20.643599997342992,82.31576962145013,in
24.63587944010388,72.71126430145775,in
22.256527377747087,90.00546847315087,in
21.94523887200157,69.2853374567772,in
17.823956482045727,81.61475302251719,in
23.36088231861007,73.32152249105458,in
20.292585955210143,69.26907782905245,in
25.819914153281232,75.14207193804373,in
28.05005560849822,83.53197774215371,in
22.81886440518217,82.22253623687521,in
23.614276096165888,80.8301744200215,in
20.887459320176017,66.51078734956214,in
27.41158341191259,81.88821242683342,in
23.534540875668032,65.4113574906412,in
25.87923674981161,77.98952908203928,in
26.698247917870347,75.41296777354235,in
25.228727501986224,100.52166944398209,in
22.353914957478196,75.47188930958829,in
26.314540654073912,67.80695981796613,in
24.999454526855367,78.39317827657416,in
21.115465810793882,71.98516760897972,in
26.15948186180047,67.90211868924686,in
24.003030030878502,67.94670877773632,in
24.62492666678662,71.14144863621198,in
24.543761242804983,92.27800320459087,in
22.29147553182793,66.56529583150069,in
22.710041144429834,53.4769175392283,in
26.204636013252184,90.07325246006894,in
17.519878905114595,88.07510466161592,in
20.18899131221262,73.13230712270857,in
30.08393793117689,94.15473580913562,in
23.456992706775324,71.58683448429132,in
26.843949142609556,82.47680731989429,in
25.24409718020199,90.27589338633389,in
25.929001555099827,80.54545866781434,in
24.95416714006222,69.46939204189381,in
25.33307768566835,74.50418851586781,in
23.950186639083,65.8703192377067,in
19.755649826078894,60.91248383149451,in
24.143850908392185,77.1077556728224,in
22.800928847035873,63.29363867599455,in
19.473515244381243,78.35380503515182,in
24.91452707367575,87.85620472409019,in
21.398243197938935,74.3766715549657,in
21.619300795389847,69.97583995805012,in
30.758411375564663,63.196357398205656,in
22.86227296359438,83.1800024829604,in
23.931349000373846,76.34114305765569,in
24.34260442565324,81.28372121321135,in
23.982441083693974,80.86708472443583,in
22.377668581301272,71.47255591841791,in
25.93980069376822,74.58661971041576,in
25.75900604337646,77.8489118069875,in
26.404861831978984,71.19284861515763,in
28.52511361022092,70.28909970657094,in
22.30767336539459,76.03763621908867,in
23.105753137790877,66.79949748144355,in
27.695842310040227,66.91038629348986,in
27.948461154213017,85.55380223390254,in
30.02454005305156,74.22385114275716,in
26.756058734643645,52.57747524250558,in
26.3308169287025,70.50406481480218,in
26.265224281031006,67.38033780141035,in
28.059385848999835,70.5643023270575,in
23.003515105236485,75.31524779915613,in
23.9365144912973,66.54377484210309,in
22.208742341828284,85.17880023846283,in
26.650997682061114,78.76623976737551,in
20.52522350923211,83.33431048072826,in
25.595385373274393,81.45696233286235,in
27.63963637162186,78.43106439113669,in
25.64269824186655,77.48968969343602,in
21.446478004399204,73.03904036889978,in
21.80663320902515,67.88109831234289,in
20.902548826575618,72.11415839017288,in
25.70235309549552,82.8296742630637,in
20.745746846620197,83.73609021449056,in
21.761149066442943,65.48606335538935,in
25.163001526206003,82.38296754377927,in
24.752305163007875,64.04734509740028,in
25.07241853090549,81.16750131973224,in
23.0715119466401,73.18875729363538,in
24.27753206069341,58.49984979795807,in
21.31003503271896,95.62329883616464,in
21.844781063211137,76.35713430466505,in
19.206159730670795,70.40812397963451,in
25.046824988771142,72.56774991447656,in
31.63826252793724,64.85489646608255,in
25.362572081901533,75.05593759066582,in
24.75565644866257,73.5964362518854,in
24.783211502581974,67.18967919087389,in
20.91337226149019,77.90556281194151,in
25.65455007183585,71.29350330991474,in
24.40227976854989,76.79954996926918,in
20.926847635329185,74.16276358936666,in
21.75233399593244,92.55180603307586,in
26.785240314172253,75.7461902270908,in
24.28683929945523,66.10940597839164,in
22.072748000529057,113.88104971761793,in
